,score
0,0.1714471969
1,0.1714471969
2,0.1688396349
3,0.1714471969
4,0.1857887875
5,0.1616688396
6,0.1720990874
7,0.1799217731
8,0.1701434159
9,0.1773142112
10,0.167535854
11,0.1844850065
