,score
0,0.2685788787
1,0.260756193
2,0.2555410691
3,0.2470664928
4,0.259452412
5,0.2646675359
6,0.2809647979
7,0.260756193
8,0.2627118644
9,0.2516297262
10,0.2803129074
11,0.277053455
