,score
0,0.7147435897
1,0.625
2,0.5993589744
3,0.6153846154
4,0.6057692308
5,0.641025641
6,0.6025641026
7,0.6121794872
8,0.6314102564
9,0.6346153846
10,0.6185897436
11,0.6153846154
