,score
0,0.6570512821
1,0.6314102564
2,0.608974359
3,0.6506410256
4,0.6506410256
5,0.5993589744
6,0.6025641026
7,0.5865384615
8,0.5993589744
9,0.6185897436
10,0.6314102564
11,0.6474358974
