,score
0,0.7054263566
1,0.6821705426
2,0.6821705426
3,0.6279069767
4,0.6201550388
5,0.6666666667
6,0.6589147287
7,0.6434108527
8,0.6434108527
9,0.7054263566
10,0.7131782946
11,0.6821705426
