,score
0,0.185136897
1,0.1857887875
2,0.183833116
3,0.1714471969
4,0.1805736636
5,0.1688396349
6,0.1707953064
7,0.1734028683
8,0.1805736636
9,0.1773142112
10,0.1760104302
11,0.1681877445
