,score
0,0.2477183833
1,0.258148631
2,0.2633637549
3,0.2496740548
4,0.2346805737
5,0.2601043025
6,0.2451108214
7,0.2522816167
8,0.2490221643
9,0.2431551499
10,0.2529335072
11,0.2496740548
