,score
0,0.1831812256
1,0.1825293351
2,0.1831812256
3,0.1720990874
4,0.1825293351
5,0.1812255541
6,0.1701434159
7,0.1734028683
8,0.185136897
9,0.1812255541
10,0.164928292
11,0.1707953064
