,score
0,0.3018252934
1,0.3070404172
2,0.3044328553
3,0.3024771838
4,0.3089960887
5,0.295958279
6,0.2953063885
7,0.3005215124
8,0.3089960887
9,0.3018252934
10,0.2900912647
11,0.2829204694
