,score
0,0.6899224806
1,0.6124031008
2,0.6124031008
3,0.6589147287
4,0.6589147287
5,0.6124031008
6,0.5813953488
7,0.6434108527
8,0.6511627907
9,0.6279069767
10,0.6434108527
11,0.6356589147
