,score
0,0.1818774446
1,0.1734028683
2,0.1773142112
3,0.1421121252
4,0.1668839635
5,0.1760104302
6,0.1701434159
7,0.166232073
8,0.1603650587
9,0.1623207301
10,0.164928292
11,0.1668839635
