,score
0,0.2698826597
1,0.277053455
2,0.2711864407
3,0.2601043025
4,0.2529335072
5,0.2659713168
6,0.2724902216
7,0.2777053455
8,0.2398956975
9,0.2555410691
10,0.2633637549
11,0.2627118644
