,score
0,0.1734028683
1,0.1740547588
2,0.1734028683
3,0.1584093872
4,0.1525423729
5,0.1688396349
6,0.1590612777
7,0.1668839635
8,0.1734028683
9,0.1766623207
10,0.185136897
11,0.1975228162
