,score
0,0.7994579945799458
1,0.7615176151761518
2,0.7411924119241192
3,0.7289972899728997
4,0.7303523035230353
5,0.6991869918699187
6,0.7384823848238482
7,0.7113821138211383
8,0.7140921409214093
9,0.7127371273712737
10,0.7398373983739838
11,0.7330623306233063
