,score
0,0.706766917293233
1,0.6766917293233082
2,0.6654135338345865
3,0.6428571428571429
4,0.631578947368421
5,0.6691729323308271
6,0.6654135338345865
7,0.6278195488721805
8,0.6052631578947368
9,0.6466165413533834
10,0.6729323308270677
11,0.6654135338345865
