,score
0,0.7116279069767442
1,0.6986046511627907
2,0.6865116279069767
3,0.6809302325581396
4,0.6753488372093023
5,0.6986046511627907
6,0.6986046511627907
7,0.6753488372093023
8,0.6725581395348837
9,0.6725581395348837
10,0.6920930232558139
11,0.693953488372093
