,score
0,0.2594291539
1,0.2329255861
2,0.2400611621
3,0.2278287462
4,0.244648318
5,0.252803262
6,0.2370030581
7,0.246687054
8,0.2415902141
9,0.244138634
10,0.2385321101
11,0.250764526
