,score
0,0.2726809378
1,0.2691131498
2,0.2696228338
3,0.2665647299
4,0.2706422018
5,0.2721712538
6,0.2701325178
7,0.2691131498
8,0.2670744139
9,0.2711518858
10,0.2696228338
11,0.2737003058
