,score
0,0.2349643221
1,0.244138634
2,0.2395514781
3,0.2324159021
4,0.248216106
5,0.2573904179
6,0.251783894
7,0.2436289501
8,0.2339449541
9,0.247196738
10,0.245667686
11,0.249235474
