,score
0,0.650375939849624
1,0.6541353383458647
2,0.6616541353383458
3,0.6654135338345865
4,0.6654135338345865
5,0.6541353383458647
6,0.6466165413533834
7,0.6578947368421053
8,0.6729323308270677
9,0.6804511278195489
10,0.6616541353383458
11,0.6203007518796992
