,score
0,0.2614678899
1,0.2716615698
2,0.2599388379
3,0.2716615698
4,0.2731906218
5,0.2767584098
6,0.2945973496
7,0.2889908257
8,0.2737003058
9,0.2680937819
10,0.2782874618
11,0.2956167176
