,score
0,0.2940876656
1,0.2742099898
2,0.2680937819
3,0.2777777778
4,0.2716615698
5,0.2767584098
6,0.2864424057
7,0.2737003058
8,0.2869520897
9,0.2772680938
10,0.2757390418
11,0.2701325178
