,score
0,0.8435462842
1,0.8220338983
2,0.8344198175
3,0.8220338983
4,0.7946544979999999
5,0.7900912647
6,0.7790091264999999
7,0.7627118644
8,0.7490221643
9,0.7483702737999999
10,0.7366362451
11,0.7131681877
