,score
0,0.6965918536999999
1,0.6974231089
2,0.744804655
3,0.7664172901
4,0.7668329177
5,0.7672485452999999
6,0.7714048212999999
7,0.7747298421
8,0.7992518703
9,0.8204488777999999
10,0.8038237739
11,0.8009143806999999
