senlen,objnum,subnum,treedepth,wordcontent,bshift
0.70613107819999998,0.84722222219999999,0.88,0.31289640590000001,0.01630434783,0.59830866810000005
0.68076109939999996,0.83333333330000003,0.83999999999999997,0.34038054969999998,0.01086956522,0.60676532770000002
0.69344608880000003,0.80555555560000003,0.83999999999999997,0.31078224100000001,0.01086956522,0.61945031709999998
0.70401691330000005,0.83333333330000003,0.89333333329999998,0.31923890059999999,0.01630434783,0.65539112050000004
0.67864693450000002,0.83333333330000003,0.90666666669999996,0.34672304440000001,0.01630434783,0.61310782239999995
0.68076109939999996,0.77777777780000001,0.92000000000000004,0.34672304440000001,0.01630434783,0.65327695559999999
0.66807610989999999,0.83333333330000003,0.88,0.34672304440000001,0.01086956522,0.65961945030000002
0.63636363640000004,0.83333333330000003,0.83999999999999997,0.30232558139999999,0.01086956522,0.60465116279999997
0.6152219873,0.875,0.8266666667,0.34460887950000002,0.0054347826089999997,0.6300211416
0.59830866810000005,0.86111111110000005,0.80000000000000004,0.32558139530000002,0.01630434783,0.61310782239999995
0.59408033829999995,0.83333333330000003,0.78666666669999996,0.334038055,0.01630434783,0.64482029600000002
0.55179704019999998,0.80555555560000003,0.80000000000000004,0.33615221989999999,0.01086956522,0.65961945030000002
0.8414376321,0.81944444439999997,0.88,0.35940803380000003,0.01086956522,0.74630021140000002
0.84778012680000003,0.80555555560000003,0.81333333330000002,0.36152219870000002,0.01086956522,0.67019027480000004
0.8414376321,0.77777777780000001,0.77333333329999998,0.34038054969999998,0.01086956522,0.67441860470000004
0.84355179700000005,0.83333333330000003,0.78666666669999996,0.31923890059999999,0.0054347826089999997,0.71035940799999997
0.83298097250000003,0.83333333330000003,0.80000000000000004,0.33615221989999999,0.0054347826089999997,0.63847780129999998
0.81395348840000004,0.84722222219999999,0.8266666667,0.34249471460000003,0.0054347826089999997,0.65116279070000005
0.83932346719999995,0.83333333330000003,0.83999999999999997,0.32346723040000003,0,0.65116279070000005
0.83509513739999996,0.84722222219999999,0.80000000000000004,0.33192389010000001,0,0.6490486258
0.84778012680000003,0.86111111110000005,0.80000000000000004,0.33192389010000001,0,0.66807610989999999
0.82241014800000001,0.84722222219999999,0.76000000000000001,0.34249471460000003,0,0.65327695559999999
0.81395348840000004,0.86111111110000005,0.8266666667,0.334038055,0,0.66384778010000001
0.83086680759999998,0.81944444439999997,0.78666666669999996,0.34249471460000003,0,0.63847780129999998
0.62156448200000003,0.86111111110000005,0.88,0.36363636360000001,0,0.73784355180000005
0.61945031709999998,0.80555555560000003,0.89333333329999998,0.35517970399999998,0,0.73784355180000005
0.64059196620000003,0.80555555560000003,0.83999999999999997,0.35729386889999998,0.01086956522,0.7357293869
0.61945031709999998,0.84722222219999999,0.85333333330000005,0.3509513742,0,0.73361522199999996
0.62367864689999997,0.81944444439999997,0.8266666667,0.36363636360000001,0,0.73784355180000005
0.62156448200000003,0.79166666669999997,0.85333333330000005,0.35306553909999999,0.01086956522,0.72515856239999998
0.62790697669999995,0.80555555560000003,0.83999999999999997,0.35940803380000003,0,0.73150105710000002
0.61733615220000004,0.81944444439999997,0.8266666667,0.35306553909999999,0,0.73150105710000002
0.62790697669999995,0.77777777780000001,0.85333333330000005,0.3678646934,0,0.73995771669999999
0.62790697669999995,0.79166666669999997,0.83999999999999997,0.36152219870000002,0.0054347826089999997,0.73361522199999996
0.63213530659999995,0.80555555560000003,0.83999999999999997,0.35306553909999999,0,0.7209302326
0.64270613109999997,0.79166666669999997,0.85333333330000005,0.34038054969999998,0,0.72515856239999998
0.73150105710000002,0,0,0.3150105708,0.01630434783,0.55602536999999996
0.74418604649999998,0,0,0.34883720930000001,0.01086956522,0.56448202960000005
0.72515856239999998,0,0,0.3509513742,0.01086956522,0.65539112050000004
0.71247357290000002,0,0,0.32769556030000002,0.0054347826089999997,0.6300211416
0.68498942920000006,0,0,0.34249471460000003,0.01086956522,0.67653276959999997
0.68921775900000004,0,0,0.3678646934,0.01086956522,0.69978858349999995
0.66807610989999999,0,0,0.33615221989999999,0.01086956522,0.69344608880000003
0.64270613109999997,0,0,0.34249471460000003,0.01086956522,0.7019027484
0.61310782239999995,0,0,0.32980972520000001,0.01630434783,0.69767441860000001
0.6152219873,0,0,0.31923890059999999,0.01086956522,0.68498942920000006
0.62367864689999997,0,0,0.334038055,0.01086956522,0.70613107819999998
0.62790697669999995,0,0,0.3150105708,0.01086956522,0.71247357290000002
