,score
0,0.2142857143
1,0.2371428570999999
2,0.2342857143
3,0.2399999999999999
4,0.2485714286
5,0.2657142857
6,0.2542857143
7,0.2257142856999999
8,0.22
9,0.2
10,0.2571428571
11,0.2571428571
