,score
0,0.8230668413999999
1,0.8322411533
2,0.8256880734
3,0.8401048492999998
4,0.8387942333
5,0.8414154653
6,0.8374836172999999
7,0.8243774574
8,0.8309305374
9,0.8558322412
10,0.8414154653
11,0.8427260813
