senlen,objnum,subnum,treedepth,wordcontent,bshift
0.8435462842,0.68217054259999999,0.73397435899999997,0.37614080830000002,0,0.67340286829999996
0.82203389829999995,0.72868217049999995,0.75,0.37418513689999999,0.0044247787609999999,0.67666232069999999
0.83441981750000005,0.71317829460000004,0.74679487180000004,0.36831812260000002,0.0044247787609999999,0.68839634940000005
0.82203389829999995,0.67441860470000004,0.74679487180000004,0.3859191656,0.0088495575219999997,0.68448500649999999
0.79465449799999999,0.7209302326,0.74358974359999996,0.3833116037,0.0044247787609999999,0.69035202090000003
0.79009126470000002,0.74418604649999998,0.74679487180000004,0.38265971319999997,0.0044247787609999999,0.70599739240000003
0.77900912649999998,0.7596899225,0.74679487180000004,0.40156453720000002,0,0.72229465449999997
0.76271186440000005,0.72868217049999995,0.74679487180000004,0.40091264669999999,0.0044247787609999999,0.71056062580000001
0.74902216430000002,0.79069767440000005,0.76282051279999996,0.38396349410000002,0.01327433628,0.71577574970000002
0.74837027379999999,0.77519379840000002,0.75,0.3807040417,0.01327433628,0.73011734029999997
0.73663624510000003,0.7596899225,0.75641025640000004,0.3780964798,0.0088495575219999997,0.72164276400000005
0.71316818770000001,0.75193798450000005,0.75641025640000004,0.36636245109999999,0.0044247787609999999,0.72620599740000003
0.83246414599999996,0.7209302326,0.79166666669999997,0.36505867009999998,0.0044247787609999999,0.70534550200000001
0.80247718379999999,0.78294573639999998,0.76602564100000003,0.33767926990000002,0.0088495575219999997,0.68448500649999999
0.8076923077,0.73643410850000002,0.7596153846,0.34419817470000003,0.0044247787609999999,0.67470664930000002
0.80704041719999997,0.7596899225,0.7596153846,0.35332464149999998,0,0.68448500649999999
0.79661016949999996,0.76744186049999996,0.78205128209999997,0.37679269879999999,0,0.68578878750000005
0.79465449799999999,0.78294573639999998,0.7980769231,0.3474576271,0.0044247787609999999,0.68252933510000002
0.78943937419999999,0.75193798450000005,0.8076923077,0.3487614081,0,0.68318122560000005
0.79661016949999996,0.75193798450000005,0.77564102560000003,0.34680573660000003,0.0044247787609999999,0.68318122560000005
0.79009126470000002,0.77519379840000002,0.8173076923,0.33572359839999999,0.0044247787609999999,0.68448500649999999
0.78943937419999999,0.76744186049999996,0.77564102560000003,0.3461538462,0,0.69817470660000003
0.79856584090000005,0.74418604649999998,0.74679487180000004,0.36310299870000001,0.0044247787609999999,0.69100391130000005
0.77118644069999998,0.73643410850000002,0.76282051279999996,0.33702737939999999,0.0044247787609999999,0.68318122560000005
0.67926988269999999,0.79069767440000005,0.75641025640000004,0.32398956979999999,0,0.70273794000000001
0.67666232069999999,0.77519379840000002,0.7596153846,0.3168187744,0.0044247787609999999,0.70273794000000001
0.67209908740000002,0.76744186049999996,0.7596153846,0.32855280310000001,0,0.70078226860000004
0.66949152540000001,0.79069767440000005,0.75,0.31942633640000001,0,0.70338983050000004
0.67796610170000005,0.77519379840000002,0.76282051279999996,0.32464146020000001,0,0.70273794000000001
0.67796610170000005,0.81395348840000004,0.75320512819999996,0.3142112125,0,0.70013037810000001
0.67535853980000005,0.79069767440000005,0.76602564100000003,0.32007822689999998,0,0.70273794000000001
0.67209908740000002,0.72868217049999995,0.76282051279999996,0.32073011730000001,0,0.70208604949999998
0.67926988269999999,0.75193798450000005,0.7788461538,0.32594524120000001,0.0088495575219999997,0.70208604949999998
0.68057366360000005,0.7209302326,0.76602564100000003,0.31942633640000001,0.0044247787609999999,0.70273794000000001
0.67535853980000005,0.74418604649999998,0.7596153846,0.32920469359999999,0.0044247787609999999,0.70013037810000001
0.67796610170000005,0.68217054259999999,0.76282051279999996,0.32464146020000001,0.0044247787609999999,0.69687092569999998
0.67926988269999999,0.79069767440000005,0.75641025640000004,0.32398956979999999,0,0.70273794000000001
0.67666232069999999,0.77519379840000002,0.7596153846,0.3168187744,0.0044247787609999999,0.70273794000000001
0.67209908740000002,0.76744186049999996,0.7596153846,0.32855280310000001,0,0.70078226860000004
0.66949152540000001,0.79069767440000005,0.75,0.31942633640000001,0,0.70338983050000004
0.67796610170000005,0.77519379840000002,0.76282051279999996,0.32464146020000001,0,0.70273794000000001
0.67796610170000005,0.81395348840000004,0.75320512819999996,0.3142112125,0,0.70013037810000001
0.67535853980000005,0.79069767440000005,0.76602564100000003,0.32007822689999998,0,0.70273794000000001
0.67209908740000002,0.72868217049999995,0.76282051279999996,0.32073011730000001,0,0.70208604949999998
0.67926988269999999,0.75193798450000005,0.7788461538,0.32594524120000001,0.0088495575219999997,0.70208604949999998
0.68057366360000005,0.7209302326,0.76602564100000003,0.31942633640000001,0.0044247787609999999,0.70273794000000001
0.67535853980000005,0.74418604649999998,0.7596153846,0.32920469359999999,0.0044247787609999999,0.70013037810000001
0.67796610170000005,0.68217054259999999,0.76282051279999996,0.32464146020000001,0.0044247787609999999,0.69687092569999998
