,score
0,0.702811245
1,0.7128514056
2,0.718875502
3,0.7610441767
4,0.7630522088
5,0.7670682731
6,0.7710843373
7,0.7670682731
8,0.7670682731
9,0.7530120482
10,0.7570281124
11,0.7550200803
