,score
0,0.8623853210999999
1,0.8679918451
2,0.8583078491
3,0.8455657492
4,0.8272171254
5,0.8134556575
6,0.8032619776
7,0.7956167175999999
8,0.7828746177
9,0.7701325178
10,0.7614678899
11,0.7176350662999998
