senlen,objnum,subnum,treedepth
0.2685788787,0.5581395349,0.6217948718,0.1929595828
0.260756193,0.6201550388,0.6570512821,0.1753585398
0.2555410691,0.5968992248,0.6185897436,0.1616688396
0.2470664928,0.6201550388,0.6891025641,0.1681877445
0.259452412,0.6046511628,0.6538461538,0.164928292
0.2646675359,0.5968992248,0.6314102564,0.1747066493
0.2809647979,0.6666666667,0.6442307692,0.1688396349
0.260756193,0.5968992248,0.6025641026,0.1870925684
0.2627118644,0.5891472868,0.6506410256,0.1688396349
0.2516297262,0.6046511628,0.6442307692,0.1760104302
0.2803129074,0.6201550388,0.6217948718,0.1773142112
0.277053455,0.6666666667,0.6282051282,0.1897001304
0.2698826597,0.5968992248,0.625,0.1707953064
0.277053455,0.6124031008,0.6153846154,0.1629726206
0.2711864407,0.6511627907,0.5961538462,0.1707953064
0.2601043025,0.6511627907,0.6378205128,0.1720990874
0.2529335072,0.6511627907,0.6506410256,0.1740547588
0.2659713168,0.6589147287,0.6121794872,0.1890482399
0.2724902216,0.7131782946,0.5929487179,0.1870925684
0.2777053455,0.6356589147,0.6057692308,0.1903520209
0.2398956975,0.6124031008,0.5993589744,0.1766623207
0.2555410691,0.5581395349,0.6314102564,0.1740547588
0.2633637549,0.5658914729,0.5961538462,0.1707953064
0.2627118644,0.5658914729,0.6217948718,0.1727509778
0.2555410691,0.6201550388,0.641025641,0.1760104302
0.2496740548,0.6589147287,0.5993589744,0.1734028683
0.2438070404,0.6744186047,0.625,0.1603650587
0.2555410691,0.6821705426,0.6570512821,0.1636245111
0.2490221643,0.6434108527,0.6378205128,0.1597131682
0.2627118644,0.7209302326,0.6185897436,0.1786179922
0.2861799218,0.6201550388,0.6025641026,0.1779661017
0.2574967405,0.6279069767,0.608974359,0.1883963494
0.2659713168,0.6201550388,0.6602564103,0.1753585398
0.2627118644,0.6666666667,0.6378205128,0.1844850065
0.2777053455,0.6666666667,0.6442307692,0.1727509778
0.2764015645,0.6279069767,0.6442307692,0.1805736636
0.2874837027,0.5736434109,0.6506410256,0.1714471969
0.2646675359,0.6201550388,0.6858974359,0.1714471969
0.2653194263,0.6356589147,0.6762820513,0.1688396349
0.2431551499,0.6511627907,0.6666666667,0.1714471969
0.2398956975,0.6279069767,0.6282051282,0.1857887875
0.2601043025,0.6511627907,0.6730769231,0.1616688396
0.2574967405,0.6046511628,0.6506410256,0.1720990874
0.2620599739,0.6356589147,0.6474358974,0.1799217731
0.2640156454,0.6744186047,0.6378205128,0.1701434159
0.2477183833,0.6124031008,0.6474358974,0.1773142112
0.259452412,0.6511627907,0.6506410256,0.167535854
0.2764015645,0.6666666667,0.6474358974,0.1844850065
0.2711864407,0.5968992248,0.6923076923,0.185136897
0.2790091265,0.6434108527,0.6891025641,0.166232073
0.2646675359,0.6356589147,0.6602564103,0.1844850065
0.2672750978,0.6279069767,0.6474358974,0.1779661017
0.2640156454,0.6434108527,0.6955128205,0.1779661017
0.2705345502,0.6511627907,0.6794871795,0.1714471969
0.2790091265,0.6744186047,0.6666666667,0.1734028683
0.2588005215,0.6666666667,0.6666666667,0.1792698827
0.259452412,0.6511627907,0.6794871795,0.1714471969
0.2692307692,0.6356589147,0.6666666667,0.167535854
0.2679269883,0.6666666667,0.641025641,0.1805736636
0.2627118644,0.6744186047,0.6730769231,0.1818774446
0.2757496741,0.7364341085,0.7083333333,0.1910039113
0.2698826597,0.7131782946,0.6987179487,0.1825293351
0.278357236,0.7286821705,0.6955128205,0.1923076923
0.2822685789,0.7131782946,0.7051282051,0.1936114733
0.2848761408,0.7131782946,0.7051282051,0.1916558018
0.2809647979,0.7054263566,0.7051282051,0.1844850065
0.2848761408,0.7131782946,0.7115384615,0.186440678
0.2685788787,0.7209302326,0.7147435897,0.1799217731
0.2809647979,0.6821705426,0.7083333333,0.1890482399
0.278357236,0.6976744186,0.7243589744,0.1883963494
0.2874837027,0.7209302326,0.7243589744,0.1857887875
0.2894393742,0.6976744186,0.7115384615,0.1727509778
0.2490221643,0.6279069767,0.6570512821,0.1812255541
0.2555410691,0.6666666667,0.6314102564,0.1747066493
0.2509778357,0.7054263566,0.608974359,0.166232073
0.2731421121,0.6666666667,0.6506410256,0.164928292
0.2620599739,0.6511627907,0.6506410256,0.1734028683
0.2640156454,0.6279069767,0.5993589744,0.1701434159
0.2835723598,0.6279069767,0.6025641026,0.183833116
0.258148631,0.5581395349,0.5865384615,0.1753585398
0.2627118644,0.6046511628,0.5993589744,0.1642764016
0.2750977836,0.6511627907,0.6185897436,0.1818774446
0.2692307692,0.6899224806,0.6314102564,0.1844850065
0.2796610169,0.6589147287,0.6474358974,0.1727509778
0.2803129074,0.7131782946,0.7051282051,0.1720990874
0.2816166884,0.6589147287,0.6282051282,0.1786179922
0.2750977836,0.6356589147,0.6314102564,0.164928292
0.2724902216,0.6744186047,0.6538461538,0.1571056063
0.2627118644,0.6899224806,0.6153846154,0.1668839635
0.2744458931,0.6279069767,0.6185897436,0.1505867014
0.2620599739,0.6511627907,0.6121794872,0.1610169492
0.2757496741,0.6356589147,0.6698717949,0.1707953064
0.2809647979,0.6511627907,0.641025641,0.1779661017
0.2894393742,0.6821705426,0.6282051282,0.166232073
0.2750977836,0.6821705426,0.5929487179,0.1629726206
0.2809647979,0.6899224806,0.6025641026,0.1727509778
0.29726206,0.6744186047,0.7083333333,0.1818774446
0.2777053455,0.6046511628,0.6185897436,0.1844850065
0.2561929596,0.6279069767,0.6282051282,0.1740547588
0.2503259452,0.6589147287,0.6185897436,0.1681877445
0.277053455,0.6279069767,0.6057692308,0.1812255541
0.2679269883,0.6124031008,0.625,0.1831812256
0.2750977836,0.5968992248,0.6185897436,0.1857887875
0.2535853977,0.6279069767,0.6057692308,0.1597131682
0.2724902216,0.6434108527,0.6474358974,0.1629726206
0.2705345502,0.6511627907,0.6282051282,0.167535854
0.2848761408,0.6666666667,0.6570512821,0.1734028683
0.2724902216,0.5891472868,0.6666666667,0.1760104302
0.2887874837,0.6899224806,0.7147435897,0.1779661017
0.2829204694,0.6124031008,0.608974359,0.1786179922
0.2640156454,0.6124031008,0.6153846154,0.1694915254
0.2750977836,0.6589147287,0.6217948718,0.1720990874
0.278357236,0.6589147287,0.6121794872,0.1825293351
0.2685788787,0.6124031008,0.6282051282,0.1753585398
0.2653194263,0.5813953488,0.6057692308,0.1734028683
0.2601043025,0.6434108527,0.6025641026,0.1707953064
0.2483702738,0.6511627907,0.5833333333,0.1701434159
0.2555410691,0.6279069767,0.6057692308,0.1870925684
0.2711864407,0.6434108527,0.6217948718,0.1870925684
0.2809647979,0.6356589147,0.6538461538,0.166232073
0.2894393742,0.6666666667,0.7243589744,0.1799217731
0.2777053455,0.6666666667,0.641025641,0.1740547588
0.2666232073,0.6511627907,0.5993589744,0.1753585398
0.2816166884,0.6589147287,0.6634615385,0.1707953064
0.2685788787,0.6666666667,0.6282051282,0.1564537158
0.2666232073,0.6744186047,0.6506410256,0.1747066493
0.2659713168,0.6821705426,0.6217948718,0.1642764016
0.2692307692,0.6279069767,0.6282051282,0.1525423729
0.2731421121,0.6434108527,0.6378205128,0.1694915254
0.2816166884,0.6666666667,0.625,0.166232073
0.2711864407,0.5968992248,0.6121794872,0.1714471969
0.2868318123,0.6744186047,0.6217948718,0.1727509778
0.2900912647,0.7364341085,0.7307692308,0.1681877445
0.2848761408,0.6821705426,0.6634615385,0.1610169492
0.260756193,0.6589147287,0.6282051282,0.1727509778
0.2757496741,0.6899224806,0.6794871795,0.1597131682
0.2679269883,0.6666666667,0.5929487179,0.1616688396
0.2842242503,0.6976744186,0.6346153846,0.1531942634
0.2718383312,0.7364341085,0.5961538462,0.1610169492
0.2633637549,0.6976744186,0.6378205128,0.1688396349
0.2666232073,0.7286821705,0.6282051282,0.1818774446
0.2803129074,0.6899224806,0.6314102564,0.1590612777
0.2940026076,0.6279069767,0.6314102564,0.1694915254
0.2920469361,0.6434108527,0.5769230769,0.1603650587
0.2966101695,0.7131782946,0.7307692308,0.1805736636
0.2633637549,0.6511627907,0.6474358974,0.1655801825
0.2627118644,0.6434108527,0.6474358974,0.1714471969
0.2666232073,0.6589147287,0.6442307692,0.1629726206
0.2705345502,0.6666666667,0.6538461538,0.1714471969
0.2640156454,0.7441860465,0.625,0.1388526728
0.2718383312,0.6821705426,0.6185897436,0.167535854
0.259452412,0.6899224806,0.6314102564,0.1597131682
0.2614080834,0.6511627907,0.6314102564,0.1760104302
0.2718383312,0.5891472868,0.6153846154,0.1668839635
0.2750977836,0.6046511628,0.6538461538,0.183833116
0.2829204694,0.6279069767,0.6217948718,0.1916558018
0.2829204694,0.6356589147,0.7179487179,0.1805736636
0.2692307692,0.6046511628,0.6378205128,0.1727509778
0.2679269883,0.6124031008,0.6314102564,0.1727509778
0.2588005215,0.6589147287,0.6217948718,0.1642764016
0.2666232073,0.6899224806,0.5961538462,0.1694915254
0.2685788787,0.7364341085,0.6153846154,0.1707953064
0.278357236,0.6976744186,0.6282051282,0.1694915254
0.2535853977,0.6046511628,0.6378205128,0.164928292
0.2777053455,0.6589147287,0.608974359,0.1688396349
0.2777053455,0.6511627907,0.6314102564,0.1694915254
0.2861799218,0.6434108527,0.5961538462,0.1766623207
0.2809647979,0.6511627907,0.5961538462,0.1707953064
0.2874837027,0.6899224806,0.7243589744,0.1786179922
0.2842242503,0.6666666667,0.6282051282,0.1910039113
0.2620599739,0.6356589147,0.5737179487,0.1740547588
0.2790091265,0.6821705426,0.6282051282,0.166232073
0.2627118644,0.6356589147,0.6121794872,0.164928292
0.2698826597,0.6821705426,0.6378205128,0.1734028683
0.2633637549,0.6511627907,0.6025641026,0.1714471969
0.2548891786,0.6821705426,0.6314102564,0.1505867014
0.2659713168,0.7131782946,0.5993589744,0.166232073
0.2764015645,0.6899224806,0.6314102564,0.1636245111
0.2868318123,0.6666666667,0.608974359,0.167535854
0.2796610169,0.6821705426,0.6025641026,0.1629726206
0.2920469361,0.6744186047,0.7179487179,0.1870925684
0.2842242503,0.6744186047,0.6506410256,0.1760104302
0.2718383312,0.6356589147,0.608974359,0.1857887875
0.2809647979,0.6589147287,0.6666666667,0.1694915254
0.2574967405,0.6356589147,0.641025641,0.1603650587
0.2653194263,0.6666666667,0.625,0.1747066493
0.2692307692,0.6976744186,0.6057692308,0.1655801825
0.2646675359,0.6279069767,0.6025641026,0.147327249
0.2750977836,0.6201550388,0.6153846154,0.1655801825
0.2698826597,0.6279069767,0.6121794872,0.1694915254
0.2692307692,0.6356589147,0.6057692308,0.1668839635
0.2822685789,0.6666666667,0.5929487179,0.1727509778
0.2822685789,0.6511627907,0.7243589744,0.1818774446
0.2816166884,0.6356589147,0.6506410256,0.1734028683
0.2653194263,0.6201550388,0.6506410256,0.1773142112
0.2620599739,0.6976744186,0.6346153846,0.1421121252
0.2790091265,0.6821705426,0.6282051282,0.1668839635
0.2698826597,0.5968992248,0.6474358974,0.1760104302
0.2672750978,0.6124031008,0.6025641026,0.1701434159
0.2601043025,0.6434108527,0.608974359,0.166232073
0.2679269883,0.6434108527,0.6346153846,0.1603650587
0.2627118644,0.5813953488,0.6282051282,0.1623207301
0.2874837027,0.5658914729,0.5961538462,0.164928292
0.2633637549,0.5658914729,0.6346153846,0.1668839635
0.2835723598,0.6744186047,0.733974359,0.1877444589
0.2777053455,0.6356589147,0.6057692308,0.1760104302
0.2640156454,0.6899224806,0.6794871795,0.1766623207
0.259452412,0.6666666667,0.641025641,0.1734028683
0.2711864407,0.6976744186,0.6538461538,0.1812255541
0.2698826597,0.6434108527,0.6282051282,0.1655801825
0.2685788787,0.6279069767,0.6730769231,0.1720990874
0.2627118644,0.6124031008,0.6185897436,0.1642764016
0.2705345502,0.6279069767,0.6474358974,0.1714471969
0.2653194263,0.6356589147,0.6282051282,0.1668839635
0.278357236,0.6744186047,0.6538461538,0.1766623207
0.2666232073,0.6046511628,0.6378205128,0.1747066493
0.2920469361,0.7209302326,0.7083333333,0.1916558018
0.2913950456,0.7519379845,0.6923076923,0.1903520209
0.2848761408,0.6899224806,0.6666666667,0.1870925684
0.2842242503,0.7209302326,0.6891025641,0.183833116
0.2724902216,0.7131782946,0.6923076923,0.1883963494
0.2835723598,0.7286821705,0.6987179487,0.1831812256
0.2913950456,0.7054263566,0.6987179487,0.1812255541
0.2809647979,0.7519379845,0.7083333333,0.186440678
0.2881355932,0.7364341085,0.7147435897,0.1844850065
0.2842242503,0.7519379845,0.7051282051,0.1897001304
0.2887874837,0.7441860465,0.7179487179,0.1962190352
0.2900912647,0.7751937984,0.7243589744,0.1831812256
0.2848761408,0.6744186047,0.7147435897,0.185136897
0.2829204694,0.6201550388,0.625,0.1857887875
0.2750977836,0.6511627907,0.5993589744,0.183833116
0.2920469361,0.6046511628,0.6153846154,0.1714471969
0.2679269883,0.6201550388,0.6057692308,0.1805736636
0.2568448501,0.5891472868,0.641025641,0.1688396349
0.2614080834,0.6744186047,0.6025641026,0.1707953064
0.2509778357,0.6589147287,0.6121794872,0.1734028683
0.2672750978,0.6201550388,0.6314102564,0.1805736636
0.259452412,0.5891472868,0.6346153846,0.1773142112
0.2913950456,0.5813953488,0.6185897436,0.1760104302
0.2718383312,0.6589147287,0.6153846154,0.1681877445
0.2353324641,0.6511627907,0.5737179487,0.1616688396
0.2470664928,0.6976744186,0.5769230769,0.1694915254
0.2535853977,0.6666666667,0.6025641026,0.1544980443
0.2588005215,0.6279069767,0.5993589744,0.1818774446
0.2516297262,0.6511627907,0.6185897436,0.149934811
0.2353324641,0.6589147287,0.5641025641,0.1701434159
0.2503259452,0.6511627907,0.6025641026,0.1714471969
0.2425032595,0.6124031008,0.5897435897,0.1747066493
0.2516297262,0.6046511628,0.5993589744,0.1747066493
0.2614080834,0.6589147287,0.5961538462,0.166232073
0.2516297262,0.6744186047,0.5769230769,0.1610169492
0.2425032595,0.6821705426,0.6057692308,0.1681877445
0.239243807,0.6511627907,0.6217948718,0.1610169492
0.2529335072,0.6511627907,0.6025641026,0.1610169492
0.2457627119,0.6279069767,0.5897435897,0.167535854
0.2516297262,0.6356589147,0.6314102564,0.1753585398
0.2470664928,0.6046511628,0.6217948718,0.164928292
0.2359843546,0.6124031008,0.5993589744,0.1558018253
0.2457627119,0.6046511628,0.625,0.1512385919
0.2477183833,0.6899224806,0.5641025641,0.1701434159
0.2516297262,0.6589147287,0.6025641026,0.1564537158
0.2614080834,0.6201550388,0.6185897436,0.1512385919
0.2744458931,0.6744186047,0.6057692308,0.1505867014
0.2516297262,0.6589147287,0.6185897436,0.1642764016
0.2379400261,0.6666666667,0.5833333333,0.1584093872
0.2438070404,0.6821705426,0.5993589744,0.1701434159
0.2372881356,0.6279069767,0.5993589744,0.1701434159
0.2646675359,0.6279069767,0.6282051282,0.1740547588
0.2379400261,0.6201550388,0.6185897436,0.1584093872
0.240547588,0.6434108527,0.6185897436,0.1629726206
0.2516297262,0.5891472868,0.6442307692,0.1714471969
0.2281616688,0.6666666667,0.5961538462,0.166232073
0.2385919166,0.6356589147,0.6057692308,0.1551499348
0.2653194263,0.6744186047,0.6153846154,0.1603650587
0.2568448501,0.7131782946,0.5801282051,0.1714471969
0.239243807,0.6356589147,0.5897435897,0.1727509778
0.241851369,0.7364341085,0.6121794872,0.1597131682
