,score
0,0.1522198732
1,0.1543340381
2,0.1522198732
3,0.177589852
4,0.1797040169
5,0.1627906977
6,0.1585623679
7,0.1839323467
8,0.1606765328
9,0.156448203
10,0.1585623679
11,0.1902748414
