,score
0,0.1501057082
1,0.1585623679
2,0.1649048626
3,0.1754756871
4,0.1606765328
5,0.1754756871
6,0.1606765328
7,0.1543340381
8,0.1585623679
9,0.1353065539
10,0.1606765328
11,0.1268498943
