,score
0,0.8266666667
1,0.7866666667
2,0.8
3,0.7866666667
4,0.8266666667
5,0.8
6,0.8533333333
7,0.8
8,0.7866666667
9,0.7733333333
10,0.8133333333
11,0.8133333333
