,score
0,0.1860465116
1,0.1606765328
2,0.1458773784
3,0.1670190275
4,0.1923890063
5,0.1881606765
6,0.1649048626
7,0.1818181818
8,0.156448203
9,0.1585623679
10,0.156448203
11,0.156448203
