,score
0,0.1649048626
1,0.1691331924
2,0.1733615222
3,0.1627906977
4,0.1881606765
5,0.1839323467
6,0.177589852
7,0.1860465116
8,0.1902748414
9,0.1797040169
10,0.1902748414
11,0.1881606765
