,score
0,0.1627906977
1,0.156448203
2,0.1902748414
3,0.1881606765
4,0.1797040169
5,0.177589852
6,0.1839323467
7,0.1754756871
8,0.1691331924
9,0.1839323467
10,0.1818181818
11,0.1754756871
