,score
0,0.5221843003412969
1,0.49829351535836175
2,0.5255972696245734
3,0.5187713310580204
4,0.5494880546075085
5,0.5221843003412969
6,0.5597269624573379
7,0.5426621160409556
8,0.5494880546075085
9,0.6040955631399317
10,0.590443686006826
11,0.5597269624573379
