,score
0,0.1374207188
1,0.1522198732
2,0.1691331924
3,0.1247357294
4,0.1437632135
5,0.1522198732
6,0.1585623679
7,0.1691331924
8,0.1501057082
9,0.1543340381
10,0.1606765328
11,0.1860465116
