,score
0,0.7777777778
1,0.7777777778
2,0.7916666667
3,0.7777777778
4,0.7638888889
5,0.7638888889
6,0.8055555556
7,0.7638888889
8,0.7916666667
9,0.7222222222
10,0.7083333333
11,0.8055555556
