,score
0,0.2071881607
1,0.1733615222
2,0.1627906977
3,0.1923890063
4,0.2071881607
5,0.1627906977
6,0.2029598309
7,0.1945031712
8,0.2050739958
9,0.1860465116
10,0.2050739958
11,0.2135306554
