,score
0,0.1437632135
1,0.1458773784
2,0.1585623679
3,0.1585623679
4,0.1606765328
5,0.1522198732
6,0.1585623679
7,0.1585623679
8,0.1416490486
9,0.1289640592
10,0.1437632135
11,0.1649048626
