,score
0,0.39590443686006827
1,0.40273037542662116
2,0.4129692832764505
3,0.447098976109215
4,0.4334470989761092
5,0.45051194539249145
6,0.4197952218430034
7,0.40273037542662116
8,0.36860068259385664
9,0.37542662116040953
10,0.3924914675767918
11,0.37542662116040953
