,score
0,0.1712473573
1,0.1818181818
2,0.1754756871
3,0.2029598309
4,0.2029598309
5,0.2093023256
6,0.1797040169
7,0.1670190275
8,0.1881606765
9,0.1881606765
10,0.1923890063
11,0.2050739958
