,score
0,0.7172413793103448
1,0.6689655172413793
2,0.6551724137931034
3,0.6517241379310345
4,0.6551724137931034
5,0.6517241379310345
6,0.6379310344827587
7,0.6482758620689655
8,0.6517241379310345
9,0.6793103448275862
10,0.6448275862068965
11,0.6586206896551724
