,score
0,0.6120689655
1,0.6293103448
2,0.6206896552
3,0.6206896552
4,0.6206896552
5,0.6206896552
6,0.6206896552
7,0.6206896552
8,0.6206896552
9,0.6206896552
10,0.6206896552
11,0.6293103448
