,score
0,0.7516339869
1,0.7908496732
2,0.7843137255
3,0.7973856209
4,0.8431372549
5,0.8366013072
6,0.8562091503
7,0.8496732026
8,0.862745098
9,0.862745098
10,0.8562091503
11,0.8496732026
