,score
0,0.7836812144212524
1,0.8330170777988615
2,0.8311195445920304
3,0.8481973434535104
4,0.8159392789373814
5,0.8273244781783681
6,0.7874762808349146
7,0.8064516129032258
8,0.7836812144212524
9,0.7988614800759013
10,0.8121442125237192
11,0.7874762808349146
