,score
0,0.4883359253
1,0.4790046656
2,0.4852255054
3,0.4867807154
4,0.4867807154
5,0.4821150855
6,0.4696734059
7,0.5272161742
8,0.5147744946
9,0.4898911353
10,0.5116640747
11,0.5023328149
