,score
0,0.5147744946
1,0.5101088647
2,0.5085536547
3,0.5069984448
4,0.4976671851
5,0.5147744946
6,0.5054432348
7,0.5132192846
8,0.4961119751
9,0.4961119751
10,0.5054432348
11,0.4930015552
