,score
0,0.8396436525612472
1,0.8574610244988864
2,0.8596881959910914
3,0.8730512249443207
4,0.8775055679287305
5,0.8596881959910914
6,0.8596881959910914
7,0.8507795100222717
8,0.8262806236080178
9,0.8530066815144766
10,0.8285077951002228
11,0.8285077951002228
