,score
0,0.7516339869
1,0.7843137255
2,0.8496732026
3,0.7973856209
4,0.8235294118
5,0.8235294118
6,0.8104575163
7,0.8300653595
8,0.8888888889
9,0.8823529412
10,0.8366013072
11,0.8888888889
