,score
0,0.5598755832
1,0.5583203733
2,0.5614307932
3,0.5645412131
4,0.566096423
5,0.5629860031
6,0.5723172628
7,0.5738724728
8,0.5583203733
9,0.5583203733
10,0.5692068429
11,0.5489891135
