,score
0,0.7908496732
1,0.7777777778
2,0.7777777778
3,0.7647058824
4,0.8169934641
5,0.8039215686
6,0.8104575163
7,0.8104575163
8,0.7712418301
9,0.7777777778
10,0.8104575163
11,0.7843137255
