,score
0,0.8706896552
1,0.8534482759
2,0.8534482759
3,0.8620689655
4,0.8534482759
5,0.8275862069
6,0.8275862069
7,0.8534482759
8,0.8534482759
9,0.8534482759
10,0.8189655172
11,0.8189655172
