,score
0,0.8104575163
1,0.8431372549
2,0.8366013072
3,0.8758169935
4,0.8562091503
5,0.862745098
6,0.8692810458
7,0.8954248366
8,0.8888888889
9,0.8888888889
10,0.8758169935
11,0.8562091503
