,score
0,0.9533437014
1,0.9595645412
2,0.9502332815
3,0.9471228616
4,0.9455676516
5,0.9393468118
6,0.9440124417
7,0.9315707621
8,0.9455676516
9,0.9471228616
10,0.9315707621
11,0.934681182
