,score
0,0.7777777778
1,0.8300653595
2,0.8169934641
3,0.8235294118
4,0.8562091503
5,0.862745098
6,0.8562091503
7,0.8300653595
8,0.8496732026
9,0.8888888889
10,0.8954248366
11,0.862745098
