,score
0,0.7107309487
1,0.7138413686
2,0.7185069984
3,0.7153965785
4,0.7107309487
5,0.7153965785
6,0.7138413686
7,0.7153965785
8,0.7122861586
9,0.7091757387
10,0.7076205288
11,0.6936236392
