,score
0,0.9097978227
1,0.9253499222
2,0.9440124417
3,0.9393468118
4,0.9502332815
5,0.9486780715
6,0.934681182
7,0.9471228616
8,0.9253499222
9,0.9206842924
10,0.9315707621
11,0.9175738725
