,score
0,0.8693623639
1,0.8693623639
2,0.866251944
3,0.867807154
4,0.8740279938
5,0.866251944
6,0.8646967341
7,0.8646967341
8,0.867807154
9,0.8646967341
10,0.8693623639
11,0.866251944
