,score
0,0.532293986636971
1,0.5211581291759465
2,0.5100222717149221
3,0.5189309576837416
4,0.512249443207127
5,0.5033407572383074
6,0.5256124721603563
7,0.5456570155902004
8,0.5144766146993318
9,0.48329621380846327
10,0.5434298440979956
11,0.5456570155902004
