,score
0,0.7231726283
1,0.7309486781
2,0.7216174184
3,0.6951788491
4,0.7153965785
5,0.7107309487
6,0.7091757387
7,0.6967340591
8,0.6905132193
9,0.7045101089
10,0.6967340591
11,0.6967340591
