,score
0,0.7631578947
1,0.7105263158
2,0.7368421053
3,0.6842105263
4,0.7105263158
5,0.7105263158
6,0.7105263158
7,0.8157894737
8,0.7368421053
9,0.6578947368
10,0.7105263158
11,0.6842105263
